category,product_name,product_code,description,pricing_model,unit_price,unit_basis,tier_min_ees,tier_max_ees,monthly_minimum,one_time_fee,setup_fee,billing_frequency,required_dependencies,conditions,effective_date,source_file,source_page
"RM","401(k) data transmission(360 degree transmission)","8667","SFTP Inbound & Outbound, 360-degree Transmission.","PEPM","$2.30","PEPM","N/A","N/A","N/A","$1,644.50","N/A","N/A","N/A","One-Time Fee: $1,644.50 (One-Time UOM: Fixed) in addition to recurring fee","N/A","Price Book V2 (Power BI app report, PriceBook V2 workspace)","RM page (""isolved RM Price Book"") - table visual, source row 216 of 413"
"RM","Workers comp payroll transmission(SFTP outbound)","7800","Export tool for workers compensation feeds.","Monthly","$17.25","Monthly","N/A","N/A","N/A","$86.25","N/A","N/A","N/A","One-Time Fee: $86.25 (One-Time UOM: Fixed) in addition to recurring fee","N/A","Price Book V2 (Power BI app report, PriceBook V2 workspace)","RM page (""isolved RM Price Book"") - table visual, source row 217 of 413"
"RM","Employee Navigator integration","7777","integration to benefits marketplace via Employee Navigator. Not required if COBRA eligibility. FSA or HRA are selected.","PEPM","$1.20","PEPM","1","99","N/A","$250.00","N/A","N/A","N/A","One-Time Fee: $250.00 (One-Time UOM: Fixed) in addition to recurring fee","N/A","Price Book V2 (Power BI app report, PriceBook V2 workspace)","RM page (""isolved RM Price Book"") - table visual, source row 218 of 413"
"RM","Employee Navigator integration","7777","integration to benefits marketplace via Employee Navigator. Not required if COBRA eligibility. FSA or HRA are selected.","PEPM","$1.10","PEPM","100","249","N/A","$250.00","N/A","N/A","N/A","One-Time Fee: $250.00 (One-Time UOM: Fixed) in addition to recurring fee","N/A","Price Book V2 (Power BI app report, PriceBook V2 workspace)","RM page (""isolved RM Price Book"") - table visual, source row 219 of 413"
"RM","Employee Navigator integration","7777","integration to benefits marketplace via Employee Navigator. Not required if COBRA eligibility. FSA or HRA are selected.","PEPM","$1.00","PEPM","250","499","N/A","$250.00","N/A","N/A","N/A","One-Time Fee: $250.00 (One-Time UOM: Fixed) in addition to recurring fee","N/A","Price Book V2 (Power BI app report, PriceBook V2 workspace)","RM page (""isolved RM Price Book"") - table visual, source row 220 of 413"
"RM","Employee Navigator integration","7777","integration to benefits marketplace via Employee Navigator. Not required if COBRA eligibility. FSA or HRA are selected.","PEPM","$0.85","PEPM","500","999","N/A","$250.00","N/A","N/A","N/A","One-Time Fee: $250.00 (One-Time UOM: Fixed) in addition to recurring fee","N/A","Price Book V2 (Power BI app report, PriceBook V2 workspace)","RM page (""isolved RM Price Book"") - table visual, source row 221 of 413"
"RM","Employee Navigator integration","7777","integration to benefits marketplace via Employee Navigator. Not required if COBRA eligibility. FSA or HRA are selected.","PEPM","$0.75","PEPM","1000","1499","N/A","$250.00","N/A","N/A","N/A","One-Time Fee: $250.00 (One-Time UOM: Fixed) in addition to recurring fee","N/A","Price Book V2 (Power BI app report, PriceBook V2 workspace)","RM page (""isolved RM Price Book"") - table visual, source row 222 of 413"
"RM","Employee Navigator integration","7777","integration to benefits marketplace via Employee Navigator. Not required if COBRA eligibility. FSA or HRA are selected.","PEPM","$0.60","PEPM","1500","2499","N/A","$250.00","N/A","N/A","N/A","One-Time Fee: $250.00 (One-Time UOM: Fixed) in addition to recurring fee","N/A","Price Book V2 (Power BI app report, PriceBook V2 workspace)","RM page (""isolved RM Price Book"") - table visual, source row 223 of 413"
"RM","Employee Navigator integration","7777","integration to benefits marketplace via Employee Navigator. Not required if COBRA eligibility. FSA or HRA are selected.","PEPM","$0.50","PEPM","2500","no maximum","N/A","$250.00","N/A","N/A","N/A","One-Time Fee: $250.00 (One-Time UOM: Fixed) in addition to recurring fee","N/A","Price Book V2 (Power BI app report, PriceBook V2 workspace)","RM page (""isolved RM Price Book"") - table visual, source row 224 of 413"
"RM","Business & Employment Law Center (BELC)","8176","N/A","PEPM","$3.00","PEPM","N/A","N/A","$250.00 (Monthly Minmum)","$125.00","N/A","N/A","N/A","Base Fee column value $250.00 labelled ""Monthly Minmum"" in source | One-Time Fee: $125.00 (One-Time UOM: Per EE) in addition to recurring fee","N/A","Price Book V2 (Power BI app report, PriceBook V2 workspace)","RM page (""isolved RM Price Book"") - table visual, source row 225 of 413"
"RM","HR Services Essential","7785","Starter HR augmentation service providing resources and support for HR fundamentals. More details: https://www.isolvedhcm.com/platform/services/hr-services","Monthly","$200.00","Monthly","0","25","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Price Book V2 (Power BI app report, PriceBook V2 workspace)","RM page (""isolved RM Price Book"") - table visual, source row 226 of 413"
"RM","HR Services Essential","7785","Starter HR augmentation service providing resources and support for HR fundamentals. More details: https://www.isolvedhcm.com/platform/services/hr-services","Monthly","$400.00","Monthly","26","50","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Price Book V2 (Power BI app report, PriceBook V2 workspace)","RM page (""isolved RM Price Book"") - table visual, source row 227 of 413"
"RM","HR Services Essential","7785","Starter HR augmentation service providing resources and support for HR fundamentals. More details: https://www.isolvedhcm.com/platform/services/hr-services","PEPM","$8.00","PEPM","51","100","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Price Book V2 (Power BI app report, PriceBook V2 workspace)","RM page (""isolved RM Price Book"") - table visual, source row 228 of 413"
"RM","HR Services Essential","7785","Starter HR augmentation service providing resources and support for HR fundamentals. More details: https://www.isolvedhcm.com/platform/services/hr-services","PEPM","$7.75","PEPM","101","150","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Price Book V2 (Power BI app report, PriceBook V2 workspace)","RM page (""isolved RM Price Book"") - table visual, source row 229 of 413"
"RM","HR Services Essential","7785","Starter HR augmentation service providing resources and support for HR fundamentals. More details: https://www.isolvedhcm.com/platform/services/hr-services","PEPM","$7.25","PEPM","201","250","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Price Book V2 (Power BI app report, PriceBook V2 workspace)","RM page (""isolved RM Price Book"") - table visual, source row 230 of 413"
"RM","HR Services Essential","7785","Starter HR augmentation service providing resources and support for HR fundamentals. More details: https://www.isolvedhcm.com/platform/services/hr-services","PEPM","$7.00","PEPM","251","300","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Price Book V2 (Power BI app report, PriceBook V2 workspace)","RM page (""isolved RM Price Book"") - table visual, source row 231 of 413"
"RM","HR Services Essential","7785","Starter HR augmentation service providing resources and support for HR fundamentals. More details: https://www.isolvedhcm.com/platform/services/hr-services","PEPM","$6.75","PEPM","301","350","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Price Book V2 (Power BI app report, PriceBook V2 workspace)","RM page (""isolved RM Price Book"") - table visual, source row 232 of 413"
"RM","HR Services Essential","7785","Starter HR augmentation service providing resources and support for HR fundamentals. More details: https://www.isolvedhcm.com/platform/services/hr-services","PEPM","$6.50","PEPM","351","400","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Price Book V2 (Power BI app report, PriceBook V2 workspace)","RM page (""isolved RM Price Book"") - table visual, source row 233 of 413"
"RM","HR Services Essential","7785","Starter HR augmentation service providing resources and support for HR fundamentals. More details: https://www.isolvedhcm.com/platform/services/hr-services","PEPM","$6.25","PEPM","401","450","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Price Book V2 (Power BI app report, PriceBook V2 workspace)","RM page (""isolved RM Price Book"") - table visual, source row 234 of 413"
"RM","HR Services Essential","7785","Starter HR augmentation service providing resources and support for HR fundamentals. More details: https://www.isolvedhcm.com/platform/services/hr-services","PEPM","$6.00","PEPM","451","500","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Price Book V2 (Power BI app report, PriceBook V2 workspace)","RM page (""isolved RM Price Book"") - table visual, source row 235 of 413"
"RM","HR Services Essential","7785","Starter HR augmentation service providing resources and support for HR fundamentals. More details: https://www.isolvedhcm.com/platform/services/hr-services","PEPM","$4.00","PEPM","501","600","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Price Book V2 (Power BI app report, PriceBook V2 workspace)","RM page (""isolved RM Price Book"") - table visual, source row 236 of 413"
"RM","HR Services Essential","7785","Starter HR augmentation service providing resources and support for HR fundamentals. More details: https://www.isolvedhcm.com/platform/services/hr-services","PEPM","$3.75","PEPM","601","700","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Price Book V2 (Power BI app report, PriceBook V2 workspace)","RM page (""isolved RM Price Book"") - table visual, source row 237 of 413"
"RM","HR Services Essential","7785","Starter HR augmentation service providing resources and support for HR fundamentals. More details: https://www.isolvedhcm.com/platform/services/hr-services","PEPM","$3.50","PEPM","701","800","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Price Book V2 (Power BI app report, PriceBook V2 workspace)","RM page (""isolved RM Price Book"") - table visual, source row 238 of 413"
"RM","HR Services Essential","7785","Starter HR augmentation service providing resources and support for HR fundamentals. More details: https://www.isolvedhcm.com/platform/services/hr-services","PEPM","$3.25","PEPM","801","1000","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Price Book V2 (Power BI app report, PriceBook V2 workspace)","RM page (""isolved RM Price Book"") - table visual, source row 239 of 413"
"RM","HR Services Essential","7785","Starter HR augmentation service providing resources and support for HR fundamentals. More details: https://www.isolvedhcm.com/platform/services/hr-services","PEPM","$3.15","PEPM","1001","2000","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Price Book V2 (Power BI app report, PriceBook V2 workspace)","RM page (""isolved RM Price Book"") - table visual, source row 240 of 413"
"RM","HR Services Essential","7785","Starter HR augmentation service providing resources and support for HR fundamentals. More details: https://www.isolvedhcm.com/platform/services/hr-services","PEPM","$3.05","PEPM","2001","3000","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Price Book V2 (Power BI app report, PriceBook V2 workspace)","RM page (""isolved RM Price Book"") - table visual, source row 241 of 413"
"RM","HR Services Essential","7785","Starter HR augmentation service providing resources and support for HR fundamentals. More details: https://www.isolvedhcm.com/platform/services/hr-services","PEPM","$3.00","PEPM","3000","no maximum","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Price Book V2 (Power BI app report, PriceBook V2 workspace)","RM page (""isolved RM Price Book"") - table visual, source row 242 of 413"
"RM","HR Services Expert","7917","HR augmentation services focused on HR compliance. Includes HR Services Essential.","Monthly","$375.00","Monthly","0","25","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Price Book V2 (Power BI app report, PriceBook V2 workspace)","RM page (""isolved RM Price Book"") - table visual, source row 243 of 413"
"RM","HR Services Expert","7917","HR augmentation services focused on HR compliance. Includes HR Services Essential.","Monthly","$750.00","Monthly","26","50","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Price Book V2 (Power BI app report, PriceBook V2 workspace)","RM page (""isolved RM Price Book"") - table visual, source row 244 of 413"
"RM","HR Services Expert","7917","HR augmentation services focused on HR compliance. Includes HR Services Essential.","PEPM","$15.00","PEPM","51","100","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Price Book V2 (Power BI app report, PriceBook V2 workspace)","RM page (""isolved RM Price Book"") - table visual, source row 245 of 413"
"RM","HR Services Expert","7917","HR augmentation services focused on HR compliance. Includes HR Services Essential.","PEPM","$14.00","PEPM","101","150","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Price Book V2 (Power BI app report, PriceBook V2 workspace)","RM page (""isolved RM Price Book"") - table visual, source row 246 of 413"
"RM","HR Services Expert","7917","HR augmentation services focused on HR compliance. Includes HR Services Essential.","PEPM","$13.00","PEPM","151","200","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Price Book V2 (Power BI app report, PriceBook V2 workspace)","RM page (""isolved RM Price Book"") - table visual, source row 247 of 413"
"RM","HR Services Expert","7917","HR augmentation services focused on HR compliance. Includes HR Services Essential.","PEPM","$12.00","PEPM","201","250","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Price Book V2 (Power BI app report, PriceBook V2 workspace)","RM page (""isolved RM Price Book"") - table visual, source row 248 of 413"
"RM","HR Services Expert","7917","HR augmentation services focused on HR compliance. Includes HR Services Essential.","PEPM","$11.00","PEPM","251","300","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Price Book V2 (Power BI app report, PriceBook V2 workspace)","RM page (""isolved RM Price Book"") - table visual, source row 249 of 413"
"RM","HR Services Expert","7917","HR augmentation services focused on HR compliance. Includes HR Services Essential.","PEPM","$10.00","PEPM","301","350","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Price Book V2 (Power BI app report, PriceBook V2 workspace)","RM page (""isolved RM Price Book"") - table visual, source row 250 of 413"
"RM","HR Services Expert","7917","HR augmentation services focused on HR compliance. Includes HR Services Essential.","PEPM","$9.00","PEPM","351","400","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Price Book V2 (Power BI app report, PriceBook V2 workspace)","RM page (""isolved RM Price Book"") - table visual, source row 251 of 413"
"RM","HR Services Expert","7917","HR augmentation services focused on HR compliance. Includes HR Services Essential.","PEPM","$8.00","PEPM","401","450","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Price Book V2 (Power BI app report, PriceBook V2 workspace)","RM page (""isolved RM Price Book"") - table visual, source row 252 of 413"
"RM","HR Services Expert","7917","HR augmentation services focused on HR compliance. Includes HR Services Essential.","PEPM","$7.50","PEPM","451","500","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Price Book V2 (Power BI app report, PriceBook V2 workspace)","RM page (""isolved RM Price Book"") - table visual, source row 253 of 413"
"RM","HR Services Expert","7917","HR augmentation services focused on HR compliance. Includes HR Services Essential.","PEPM","$7.00","PEPM","501","600","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Price Book V2 (Power BI app report, PriceBook V2 workspace)","RM page (""isolved RM Price Book"") - table visual, source row 254 of 413"
"RM","HR Services Expert","7917","HR augmentation services focused on HR compliance. Includes HR Services Essential.","PEPM","$6.50","PEPM","601","700","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Price Book V2 (Power BI app report, PriceBook V2 workspace)","RM page (""isolved RM Price Book"") - table visual, source row 255 of 413"
"RM","HR Services Expert","7917","HR augmentation services focused on HR compliance. Includes HR Services Essential.","PEPM","$6.00","PEPM","701","800","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Price Book V2 (Power BI app report, PriceBook V2 workspace)","RM page (""isolved RM Price Book"") - table visual, source row 256 of 413"
"RM","HR Services Expert","7917","HR augmentation services focused on HR compliance. Includes HR Services Essential.","PEPM","$5.00","PEPM","801","1000","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Price Book V2 (Power BI app report, PriceBook V2 workspace)","RM page (""isolved RM Price Book"") - table visual, source row 257 of 413"
"RM","HR Services Expert","7917","HR augmentation services focused on HR compliance. Includes HR Services Essential.","PEPM","$4.50","PEPM","1001","2000","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Price Book V2 (Power BI app report, PriceBook V2 workspace)","RM page (""isolved RM Price Book"") - table visual, source row 258 of 413"
"RM","HR Services Expert","7917","HR augmentation services focused on HR compliance. Includes HR Services Essential.","PEPM","$4.25","PEPM","2001","3000","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Price Book V2 (Power BI app report, PriceBook V2 workspace)","RM page (""isolved RM Price Book"") - table visual, source row 259 of 413"
"RM","HR Services Expert","7917","HR augmentation services focused on HR compliance. Includes HR Services Essential.","PEPM","$4.00","PEPM","3000","no maximum","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Price Book V2 (Power BI app report, PriceBook V2 workspace)","RM page (""isolved RM Price Book"") - table visual, source row 260 of 413"
"RM","HR Services Elite","7918","HR augmentation focused on strategic HR and best practices. Includes HR Services Expert.","Monthly","$875.00","Monthly","0","25","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Price Book V2 (Power BI app report, PriceBook V2 workspace)","RM page (""isolved RM Price Book"") - table visual, source row 261 of 413"
"RM","HR Services Elite","7918","HR augmentation focused on strategic HR and best practices. Includes HR Services Expert.","Monthly","$1,750.00","Monthly","26","50","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Price Book V2 (Power BI app report, PriceBook V2 workspace)","RM page (""isolved RM Price Book"") - table visual, source row 262 of 413"
"RM","HR Services Elite","7918","HR augmentation focused on strategic HR and best practices. Includes HR Services Expert.","PEPM","$30.00","PEPM","51","100","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Price Book V2 (Power BI app report, PriceBook V2 workspace)","RM page (""isolved RM Price Book"") - table visual, source row 263 of 413"
"RM","HR Services Elite","7918","HR augmentation focused on strategic HR and best practices. Includes HR Services Expert.","PEPM","$25.00","PEPM","101","150","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Price Book V2 (Power BI app report, PriceBook V2 workspace)","RM page (""isolved RM Price Book"") - table visual, source row 264 of 413"
"RM","HR Services Elite","7918","HR augmentation focused on strategic HR and best practices. Includes HR Services Expert.","PEPM","$20.00","PEPM","151","200","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Price Book V2 (Power BI app report, PriceBook V2 workspace)","RM page (""isolved RM Price Book"") - table visual, source row 265 of 413"
"RM","HR Services Elite","7918","HR augmentation focused on strategic HR and best practices. Includes HR Services Expert.","PEPM","$18.00","PEPM","201","250","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Price Book V2 (Power BI app report, PriceBook V2 workspace)","RM page (""isolved RM Price Book"") - table visual, source row 266 of 413"
"RM","HR Services Elite","7918","HR augmentation focused on strategic HR and best practices. Includes HR Services Expert.","PEPM","$17.00","PEPM","251","300","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Price Book V2 (Power BI app report, PriceBook V2 workspace)","RM page (""isolved RM Price Book"") - table visual, source row 267 of 413"
"RM","HR Services Elite","7918","HR augmentation focused on strategic HR and best practices. Includes HR Services Expert.","PEPM","$16.00","PEPM","301","350","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Price Book V2 (Power BI app report, PriceBook V2 workspace)","RM page (""isolved RM Price Book"") - table visual, source row 268 of 413"
"RM","HR Services Elite","7918","HR augmentation focused on strategic HR and best practices. Includes HR Services Expert.","PEPM","$15.00","PEPM","351","400","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Price Book V2 (Power BI app report, PriceBook V2 workspace)","RM page (""isolved RM Price Book"") - table visual, source row 269 of 413"
"RM","HR Services Elite","7918","HR augmentation focused on strategic HR and best practices. Includes HR Services Expert.","PEPM","$14.00","PEPM","401","450","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Price Book V2 (Power BI app report, PriceBook V2 workspace)","RM page (""isolved RM Price Book"") - table visual, source row 270 of 413"
"RM","HR Services Elite","7918","HR augmentation focused on strategic HR and best practices. Includes HR Services Expert.","PEPM","$13.00","PEPM","451","500","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Price Book V2 (Power BI app report, PriceBook V2 workspace)","RM page (""isolved RM Price Book"") - table visual, source row 271 of 413"
"RM","HR Services Elite","7918","HR augmentation focused on strategic HR and best practices. Includes HR Services Expert.","PEPM","$12.50","PEPM","501","600","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Price Book V2 (Power BI app report, PriceBook V2 workspace)","RM page (""isolved RM Price Book"") - table visual, source row 272 of 413"
"RM","HR Services Elite","7918","HR augmentation focused on strategic HR and best practices. Includes HR Services Expert.","PEPM","$12.00","PEPM","601","700","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Price Book V2 (Power BI app report, PriceBook V2 workspace)","RM page (""isolved RM Price Book"") - table visual, source row 273 of 413"
"RM","HR Services Elite","7918","HR augmentation focused on strategic HR and best practices. Includes HR Services Expert.","PEPM","$11.50","PEPM","701","800","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Price Book V2 (Power BI app report, PriceBook V2 workspace)","RM page (""isolved RM Price Book"") - table visual, source row 274 of 413"
"RM","HR Services Elite","7918","HR augmentation focused on strategic HR and best practices. Includes HR Services Expert.","PEPM","$10.50","PEPM","801","1000","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Price Book V2 (Power BI app report, PriceBook V2 workspace)","RM page (""isolved RM Price Book"") - table visual, source row 275 of 413"
"RM","HR Services Elite","7918","HR augmentation focused on strategic HR and best practices. Includes HR Services Expert.","PEPM","$8.00","PEPM","1001","2000","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Price Book V2 (Power BI app report, PriceBook V2 workspace)","RM page (""isolved RM Price Book"") - table visual, source row 276 of 413"
"RM","HR Services Elite","7918","HR augmentation focused on strategic HR and best practices. Includes HR Services Expert.","PEPM","$6.00","PEPM","2001","3000","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Price Book V2 (Power BI app report, PriceBook V2 workspace)","RM page (""isolved RM Price Book"") - table visual, source row 277 of 413"
"RM","HR Services Elite","7918","HR augmentation focused on strategic HR and best practices. Includes HR Services Expert.","PEPM","$5.50","PEPM","3000","no maximum","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Price Book V2 (Power BI app report, PriceBook V2 workspace)","RM page (""isolved RM Price Book"") - table visual, source row 278 of 413"
"RM","HR Services e-Learning Add-On","8345","Additional e-Learning courses for HR Services.","One-Time (Per Course Taken)","N/A","Per Course Taken","N/A","N/A","N/A","$20.00","N/A","N/A","N/A","N/A","N/A","Price Book V2 (Power BI app report, PriceBook V2 workspace)","RM page (""isolved RM Price Book"") - table visual, source row 279 of 413"
"RM","Managed Payroll","7935","Outsourced payroll administration.","Monthly","$1,667.50","Monthly","0","50","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Price Book V2 (Power BI app report, PriceBook V2 workspace)","RM page (""isolved RM Price Book"") - table visual, source row 280 of 413"
"RM","Managed Payroll","7935","Outsourced payroll administration.","PEPM","$33.35","PEPM","51","100","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Price Book V2 (Power BI app report, PriceBook V2 workspace)","RM page (""isolved RM Price Book"") - table visual, source row 281 of 413"
"RM","Managed Payroll","7935","Outsourced payroll administration.","PEPM","$31.05","PEPM","101","150","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Price Book V2 (Power BI app report, PriceBook V2 workspace)","RM page (""isolved RM Price Book"") - table visual, source row 282 of 413"
"RM","Managed Payroll","7935","Outsourced payroll administration.","PEPM","$28.75","PEPM","151","200","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Price Book V2 (Power BI app report, PriceBook V2 workspace)","RM page (""isolved RM Price Book"") - table visual, source row 283 of 413"
"RM","Managed Payroll","7935","Outsourced payroll administration.","PEPM","$26.45","PEPM","201","250","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Price Book V2 (Power BI app report, PriceBook V2 workspace)","RM page (""isolved RM Price Book"") - table visual, source row 284 of 413"
"RM","Managed Payroll","7935","Outsourced payroll administration.","PEPM","$24.15","PEPM","251","300","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Price Book V2 (Power BI app report, PriceBook V2 workspace)","RM page (""isolved RM Price Book"") - table visual, source row 285 of 413"
"RM","Managed Payroll","7935","Outsourced payroll administration.","PEPM","$21.85","PEPM","301","350","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Price Book V2 (Power BI app report, PriceBook V2 workspace)","RM page (""isolved RM Price Book"") - table visual, source row 286 of 413"
"RM","Managed Payroll","7935","Outsourced payroll administration.","PEPM","$20.99","PEPM","351","400","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Price Book V2 (Power BI app report, PriceBook V2 workspace)","RM page (""isolved RM Price Book"") - table visual, source row 287 of 413"
"RM","Managed Payroll","7935","Outsourced payroll administration.","PEPM","$20.13","PEPM","401","450","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Price Book V2 (Power BI app report, PriceBook V2 workspace)","RM page (""isolved RM Price Book"") - table visual, source row 288 of 413"
"RM","Managed Payroll","7935","Outsourced payroll administration.","PEPM","$19.26","PEPM","451","500","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Price Book V2 (Power BI app report, PriceBook V2 workspace)","RM page (""isolved RM Price Book"") - table visual, source row 289 of 413"
"RM","Managed Payroll","7935","Outsourced payroll administration.","PEPM","$18.40","PEPM","501","600","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Price Book V2 (Power BI app report, PriceBook V2 workspace)","RM page (""isolved RM Price Book"") - table visual, source row 290 of 413"
"RM","Managed Payroll","7935","Outsourced payroll administration.","PEPM","$17.54","PEPM","601","700","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Price Book V2 (Power BI app report, PriceBook V2 workspace)","RM page (""isolved RM Price Book"") - table visual, source row 291 of 413"
"RM","Managed Payroll","7935","Outsourced payroll administration.","PEPM","$16.68","PEPM","701","800","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Price Book V2 (Power BI app report, PriceBook V2 workspace)","RM page (""isolved RM Price Book"") - table visual, source row 292 of 413"
"RM","Managed Payroll","7935","Outsourced payroll administration.","PEPM","$15.81","PEPM","801","900","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Price Book V2 (Power BI app report, PriceBook V2 workspace)","RM page (""isolved RM Price Book"") - table visual, source row 293 of 413"
"RM","Managed Payroll","7935","Outsourced payroll administration.","PEPM","$14.95","PEPM","901","no maximum","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Price Book V2 (Power BI app report, PriceBook V2 workspace)","RM page (""isolved RM Price Book"") - table visual, source row 294 of 413"
"RM","Custom Employee Handbooks","8145","Custom HR handbook service and revision by State. Two states included. The annual subscription fee of $500 is mandatory for the first year","Per Year","$500.00","Per Year","N/A","N/A","N/A","$3,000.00","N/A","N/A","N/A","Stand Alone: ✓ (source column ""Stand Alone"") | First Notes: Can be sold stand-alone (each additional state beyond two is $575) | One-Time Fee: $3,000.00 (One-Time UOM: Fixed) in addition to recurring fee","N/A","Price Book V2 (Power BI app report, PriceBook V2 workspace)","RM page (""isolved RM Price Book"") - table visual, source row 295 of 413"
"RM","New State Playbook & Registration Services","8221","One state only. Registration services contingent upon HCM relationships, cross-functional with isolved Tax.","One-Time (Fixed)","N/A","Fixed","N/A","N/A","N/A","$1,725.00","N/A","N/A","N/A","Stand Alone: ✓ (source column ""Stand Alone"")","N/A","Price Book V2 (Power BI app report, PriceBook V2 workspace)","RM page (""isolved RM Price Book"") - table visual, source row 296 of 413"
"RM","Time off Program Analysis","7945","Custom Pricing starting at a $2,000 Minimum","Custom","UNKNOWN","Custom","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Stand Alone: ✓ (source column ""Stand Alone"")","N/A","Price Book V2 (Power BI app report, PriceBook V2 workspace)","RM page (""isolved RM Price Book"") - table visual, source row 297 of 413"
"RM","Independent Contractor vs Employee Analysis","8145","Priced Per Position","One-Time (Fixed)","N/A","Fixed","N/A","N/A","N/A","$575.00","N/A","N/A","N/A","Stand Alone: ✓ (source column ""Stand Alone"")","N/A","Price Book V2 (Power BI app report, PriceBook V2 workspace)","RM page (""isolved RM Price Book"") - table visual, source row 298 of 413"
"RM","Exempt vs Non Exempt Analysis","8145","Priced Per Position","One-Time (Fixed)","N/A","Fixed","N/A","N/A","N/A","$575.00","N/A","N/A","N/A","Stand Alone: ✓ (source column ""Stand Alone"")","N/A","Price Book V2 (Power BI app report, PriceBook V2 workspace)","RM page (""isolved RM Price Book"") - table visual, source row 299 of 413"
"RM","Salary Benchmark Reports (formally Market Compensation Reports)","0","Priced per position.","One-Time (Fixed)","N/A","Fixed","N/A","N/A","N/A","$517.50","N/A","N/A","N/A","Stand Alone: ✓ (source column ""Stand Alone"")","N/A","Price Book V2 (Power BI app report, PriceBook V2 workspace)","RM page (""isolved RM Price Book"") - table visual, source row 300 of 413"
"RM","In-Depth HR Assessment","8226","N/A","One-Time (Fixed)","N/A","Fixed","N/A","N/A","N/A","$4,600.00","N/A","N/A","N/A","Stand Alone: ✓ (source column ""Stand Alone"")","N/A","Price Book V2 (Power BI app report, PriceBook V2 workspace)","RM page (""isolved RM Price Book"") - table visual, source row 301 of 413"
